   x_1             x_2             x_3             x_4            t
   9.4600025e-01   8.3911953e-01   6.4025578e-01   8.5533299e-01   2.5095019e-01
   4.5294159e-01   1.5538379e-01   7.3121912e-01   8.1133260e-01  -3.1969869e-01
   7.1690891e-01   4.3386062e-01   8.9187806e-01   2.2016812e-01   6.4409686e-01
   3.1719906e-01   5.4024967e-01   2.9470900e-01   4.5388849e-01   8.5028065e-01
   3.2906423e-01   4.3942078e-01   3.2426010e-02   2.7530661e-01   2.0401241e-01
   8.9758900e-01   3.8452750e-01   9.9964635e-01   5.2221230e-01   9.5012770e-03
   9.6801414e-01   3.5726162e-01   5.7597134e-01   5.0002768e-01   8.6204782e-02
   6.8898743e-01   4.9576593e-01   2.5025231e-01   1.5575533e-01  -9.9655658e-01
   7.0417936e-01   7.6382288e-02   3.0980944e-01   9.4505032e-01  -8.5127217e-01
   8.4586839e-01   8.4588447e-01   4.8269924e-01   9.8431299e-01  -1.0758215e-01
   3.2521375e-01   4.6433845e-01   3.3449794e-01   5.2812993e-01   7.3218237e-01
   9.5789587e-01   5.1371126e-01   8.1207216e-01   1.9809406e-01   2.6675942e-01
   1.3671836e-01   8.7906413e-01   6.2845004e-01   2.6143768e-01  -5.3289543e-01
   4.2102121e-01   6.5259000e-01   8.1283491e-01   4.8577812e-01  -4.1154418e-01
   6.7874907e-01   4.6018170e-01   1.4986890e-01   3.5379265e-01  -7.0800154e-01
   6.8783844e-02   6.9133932e-01   1.0577571e-01   2.8720918e-01   2.0380743e-01
   1.7214739e-01   2.6559258e-01   5.8403757e-01   9.6841402e-01  -3.9710680e-01
   2.2806166e-01   7.1920175e-01   5.7943547e-01   4.2521001e-01  -5.1160699e-01
   6.2072317e-01   8.5357021e-03   4.8788490e-02   2.9677580e-02  -1.9041386e-01
   9.1918170e-03   8.6069241e-01   7.4147967e-01   6.9758033e-01  -1.9654964e-02
   5.9294868e-01   6.7534873e-01   9.7258832e-02   3.7269552e-01  -3.2387780e-01
   9.8286849e-01   6.5606652e-01   6.6330902e-01   9.7669769e-01   1.2992683e-01
   1.8654122e-01   3.1649928e-03   2.5610290e-01   5.0909255e-01   9.7241140e-01
   2.9726429e-02   4.3869592e-02   9.4314893e-01   9.9281800e-01  -7.3710700e-02
   3.7790027e-01   9.2588292e-01   2.5760585e-01   3.7925915e-01   7.6225748e-01
   9.8483923e-01   9.1303665e-01   6.5147234e-01   3.0858075e-01   5.0089859e-02
   4.5946365e-01   8.6478397e-01   4.3670170e-01   5.8898212e-01  -5.4156189e-03
   9.3588006e-01   9.0174348e-01   5.8739831e-01   9.9627570e-02   2.3021467e-01
   4.1643520e-02   2.6433781e-01   1.2971666e-01   5.8866230e-01   1.5138555e-01
   2.2326782e-01   5.3631390e-01   6.3273216e-01   4.4364606e-01  -6.5663460e-01
   4.4796877e-01   1.6964393e-01   9.2211250e-01   6.3680641e-02  -1.8963439e-01
   1.1387521e-01   5.8481275e-02   4.1515673e-01   2.0327883e-01   2.9968685e-01
   3.5449356e-02   9.4949949e-01   4.4424668e-01   1.5229695e-02   1.1824322e-01
   7.6612188e-01   2.8670480e-01   8.2317185e-01   7.2409396e-01   8.0567589e-01
   9.6137267e-01   8.0979518e-01   5.8468849e-01   8.3008577e-01   1.3246985e-01
   3.1338708e-01   1.3554954e-01   2.4416582e-02   3.2056754e-01   5.1886316e-02
   2.8031821e-01   6.5657816e-01   5.2229404e-01   7.5075792e-01  -1.1817800e-01
   8.1308522e-01   8.8398318e-01   2.5577745e-01   8.8507635e-01  -9.3317351e-01
   8.9780137e-01   3.8066800e-01   6.1899112e-01   5.9686654e-01   4.5768957e-01
   3.8565978e-01   7.7754578e-01   2.9107186e-01   4.6128239e-01   6.4758574e-01
   4.3959711e-01   8.0161213e-01   8.4015431e-01   6.4104977e-01  -3.5315885e-01
   4.5013963e-01   4.6878773e-01   9.0145954e-01   8.3136902e-01  -1.8137991e-01
   3.3380960e-01   2.6304128e-01   6.6109982e-01   3.4705467e-01  -7.0606732e-01
   2.7756328e-01   8.2138496e-01   1.2662170e-02   6.0952103e-02   5.4338324e-02
   6.5837270e-01   9.8959907e-01   8.4304296e-01   4.3834294e-01   6.6934328e-01
   6.0069911e-01   8.9420849e-01   3.2447134e-01   6.3685067e-02  -5.2674685e-01
   4.4149448e-02   9.0690353e-01   8.9379781e-01   7.2655907e-01  -1.1359479e-01
   8.0003280e-01   8.0007690e-02   1.6781305e-01   7.6600651e-01  -8.4249339e-01
   8.8874897e-01   7.9326553e-01   8.4598984e-01   8.8041859e-01   5.7083230e-01
   7.7705574e-02   7.0356968e-01   7.9241331e-01   1.2898854e-01  -4.3344119e-01
   6.0583086e-01   3.8110724e-01   6.0442990e-01   6.0910224e-01   3.9929876e-01
   9.1066376e-01   4.3715642e-01   4.2749771e-01   9.3047046e-01  -1.9837329e-01
   1.7106494e-02   2.7344601e-01   6.9026922e-01   7.4077264e-01  -4.7149070e-02
   7.6926948e-01   8.1390880e-01   6.8192505e-02   8.2718464e-01  -3.8982372e-01
   7.8068384e-01   2.3916371e-01   3.5636657e-01   5.0718575e-01  -7.2520873e-01
   5.3943183e-01   2.4783106e-01   1.0056124e-01   2.7452105e-01  -1.2130612e-01
   1.5823097e-01   8.2988654e-01   2.2866439e-01   4.0955348e-01   8.4245145e-01
   4.7079818e-02   3.9439134e-01   8.4589109e-01   6.9703533e-02  -3.7018059e-01
   6.7120197e-02   1.6886497e-01   1.8571316e-01   4.5197093e-03   3.5197830e-01
   3.7573065e-01   7.3159104e-01   8.2801313e-01   3.3512130e-01  -6.6184508e-01
   7.8021925e-01   4.5026086e-01   9.6196588e-01   7.7326497e-01   2.3073678e-01
   2.0380974e-01   5.3616198e-01   6.5113071e-01   9.2264681e-01  -7.8419637e-01
   6.6637713e-01   8.5296541e-01   9.3030379e-01   8.8622066e-01   3.7146188e-01
   8.5539209e-01   2.1962218e-01   8.7894191e-01   4.0773279e-02   5.6244349e-01
   4.5037908e-01   4.0870380e-01   9.6296592e-01   5.1445689e-01  -1.5980669e-01
   1.5054518e-01   2.9087266e-01   2.3830598e-01   9.8302095e-01   7.7908437e-01
   8.2040881e-01   6.3778703e-01   9.6171052e-01   8.9877892e-01   1.3621286e-01
   2.0907423e-01   5.9626859e-01   8.2808208e-01   8.3967051e-01  -8.4207585e-01
   5.9103441e-01   5.2852327e-01   8.1379987e-01   6.1092871e-01   5.0472348e-01
   6.8554455e-01   2.8108899e-01   8.3233003e-02   9.8505365e-01  -5.4731074e-01
   9.4061244e-01   6.7212545e-01   7.5005920e-01   6.7114902e-02   3.8670500e-01
   2.2746632e-01   3.3730362e-01   6.5646437e-02   9.7787417e-01   4.2682630e-01
   7.8879542e-01   7.3692791e-01   9.0259472e-01   4.8656168e-01   5.7659941e-01
   3.4457009e-02   9.1337334e-01   4.3303164e-01   2.6887686e-01   1.6340109e-02
   7.6853713e-01   9.9636397e-01   4.5636935e-01   3.7393690e-01  -2.4538395e-01
   1.4704661e-01   1.2505903e-01   2.4517539e-01   5.9119028e-01   7.0230315e-01
   7.2023627e-01   7.5059947e-01   8.9092346e-01   5.0828452e-01   6.8314374e-01
   5.8941052e-01   1.3031543e-01   8.8937224e-01   2.4984357e-01   3.5373083e-01
   3.7140359e-01   3.1644567e-01   5.5842074e-02   5.6531338e-01   2.7286432e-01
   4.5218532e-01   2.3820803e-01   5.9430578e-01   8.6750827e-01  -1.5698056e-01
   5.0039033e-01   9.6472794e-01   9.6871244e-01   8.4500416e-01   2.8189560e-02
   3.5947065e-02   1.0212990e-01   7.1494032e-01   2.0758441e-01  -2.2269744e-01
   8.8261590e-01   3.0156884e-01   7.9455525e-01   5.0037186e-01   7.2213106e-01
   2.3632882e-01   8.1808972e-01   4.9561966e-01   5.5966361e-01   3.8647455e-02
   1.0211145e-01   4.9625701e-01   9.9419707e-02   8.3329916e-01   2.7813933e-01
   5.3147568e-01   3.8443219e-02   8.3867289e-01   9.5208154e-02   2.2899290e-01
   7.5020859e-01   4.8579995e-01   7.2439218e-01   8.6921824e-01   1.0664293e+00
   2.7992689e-01   1.9222536e-02   3.8287019e-01   1.6104309e-01   6.3704197e-01
   6.3652848e-01   1.1432427e-01   8.8007455e-01   4.5428233e-02   5.1780390e-01
   2.5157557e-01   4.1550676e-02   1.2443716e-01   7.0753077e-01   7.2408250e-01
   3.1213452e-01   3.4992289e-01   7.2476025e-01   6.0683020e-02  -8.7296279e-01
   6.3002626e-01   8.7077433e-01   8.5054072e-01   6.3199202e-01   5.8696415e-01
   9.3015705e-01   2.8809813e-01   9.9904945e-01   2.9150559e-01   5.8680854e-03
   3.4357097e-01   5.5156433e-01   7.7778851e-01   4.2845328e-01  -8.0552713e-01
   3.6173090e-02   5.2094047e-01   7.7927866e-01   6.9565672e-01  -1.3747949e-01
   9.0660266e-02   5.2837581e-01   9.3739916e-01   1.7711224e-01  -2.5062301e-01
   7.8525374e-01   4.1869883e-01   8.2561971e-01   6.1652249e-01   9.5559816e-01
   6.5604841e-01   6.5443003e-01   1.5857674e-01   4.0200752e-01  -7.1927197e-01
   8.7800679e-01   1.0265713e-01   8.6932059e-02   3.5640321e-01  -2.8946431e-01
   4.7989396e-01   9.6961425e-02   1.3465614e-01   5.5317543e-01   4.5036679e-02
   6.4516319e-01   2.1474282e-01   9.2248807e-01   8.6179127e-01   3.7716885e-01
   9.2559701e-01   8.6249059e-01   5.0470437e-01   9.9496319e-01  -1.1140565e-01
   2.6277145e-01   7.9548952e-01   4.5238792e-01   4.7347646e-01   2.0219563e-01
   4.4970350e-01   5.8066779e-01   5.6582568e-03   3.0343416e-02   7.2282243e-02
   2.2182183e-01   6.6571975e-01   7.7837572e-01   8.6098188e-01  -9.0359426e-01
   4.3881191e-01   5.6283515e-01   8.4686004e-01   6.5569486e-01  -3.0250294e-01
   9.8633557e-01   1.9355084e-01   3.7349146e-01   5.4735532e-01   4.8816626e-02
   7.8569066e-01   4.3721778e-01   2.5939067e-01   9.8285200e-01  -1.0501819e+00
   5.3896268e-01   2.6010440e-01   8.4730717e-01   1.4455061e-01   2.3018844e-01
   8.3714679e-01   3.4811122e-01   5.2066368e-01   5.5022167e-01   1.6770188e-01
   5.7479194e-01   7.3363315e-01   8.8097061e-01   5.5669834e-01   2.9384827e-01
   6.3497878e-01   5.2117400e-01   7.7209936e-01   3.6939847e-01   6.9909239e-01
   3.0094662e-01   5.7117247e-01   9.6956738e-01   4.6951756e-01  -2.8743879e-01
   9.4902398e-01   2.7734004e-02   1.6114893e-02   1.7865179e-01  -2.3614784e-02
   4.2399960e-01   1.6220201e-01   6.9738424e-01   7.4865352e-01  -4.2477384e-01
   5.2484525e-01   2.6806388e-01   6.6124822e-01   9.9191718e-02   5.5954213e-02
   8.1176470e-01   2.5305359e-01   9.8720003e-02   5.9836862e-01  -5.5075110e-01
   8.2778265e-01   6.4475179e-01   5.6678264e-01   3.0514999e-01   5.0850004e-01
   6.0521042e-01   4.4242896e-01   2.0561631e-01   7.6480580e-01  -5.0406448e-01
   2.9205667e-01   8.2404106e-02   6.9072142e-01   8.8813968e-01  -8.7784281e-01
   9.9462799e-01   8.3447946e-01   5.0422095e-01   9.2640736e-02   1.2401438e-01
   9.5092472e-01   6.8583199e-01   9.9690661e-02   5.1791860e-01  -2.1402024e-01
   1.2072375e-01   9.8780664e-01   8.3740868e-01   9.8277788e-01  -6.1503481e-01
   6.9155969e-01   4.6010697e-01   5.3783210e-01   2.3325600e-02   2.4897761e-01
   4.5224221e-02   4.8587934e-01   5.2239421e-01   3.5292805e-01  -3.8524329e-02
   9.5249219e-01   8.2928064e-01   1.3740582e-01   2.5194196e-01  -1.6519404e-01
   7.1042276e-01   6.5113105e-01   9.7663692e-01   2.5701474e-01   1.4833016e-01
   3.1975418e-01   7.6415300e-01   9.4654361e-01   8.4482650e-01  -3.0912536e-01
   7.8924287e-01   3.9213165e-01   7.1304719e-01   5.0356602e-01   9.6234675e-01
   5.5593088e-01   3.7777791e-02   1.1786754e-01   5.6775206e-01  -2.6331458e-01
   8.7884954e-01   5.5232241e-01   7.4145756e-01   4.0310185e-01   7.1872521e-01
   5.4260895e-01   3.3324887e-01   2.9964733e-01   2.1958898e-01  -3.1348725e-01
   7.4663277e-01   6.4737987e-01   8.0528665e-01   7.1786034e-01   8.8187610e-01
   3.2950673e-02   1.4754385e-01   4.7794346e-01   6.9188126e-01  -5.2716413e-02
   4.3081199e-01   4.2425511e-01   5.9120169e-01   4.1515933e-01  -1.9820082e-01
   4.6000704e-01   2.5819924e-01   2.3869814e-01   1.1463728e-01   2.6261714e-01
   9.1561597e-01   4.1603485e-01   7.0310317e-02   6.5634952e-01  -3.3227812e-01
   4.1765799e-02   9.0704864e-01   3.4373100e-01   9.6367048e-01   2.0228623e-01
   5.1333272e-01   9.9882184e-01   7.7071818e-01   1.5464254e-01  -9.0037601e-03
   9.6573076e-04   1.4360360e-01   1.6291183e-01   1.1526985e-01  -2.5724802e-02
   1.9110281e-02   1.0299849e-01   4.0450079e-01   6.7128465e-01   7.1730379e-02
   5.2267411e-01   8.1829581e-01   3.9625677e-01   1.1755015e-01  -6.0996684e-02
   1.2516853e-01   5.4424031e-01   4.9011979e-01   4.5074469e-01   7.6791157e-02
   7.6351161e-01   3.9065665e-01   8.9977085e-01   8.6354747e-01   6.3548209e-01
   1.5451815e-01   9.1760568e-01   2.2190496e-01   2.7669442e-01   7.9563264e-01
   3.5481655e-01   3.3532615e-01   7.7623690e-01   2.1385991e-01  -7.8409410e-01
   9.0594315e-01   9.2152538e-01   4.8142290e-01   1.8390727e-01  -2.9777159e-02
   2.6152502e-01   6.1054837e-01   9.5929560e-01   2.6028783e-01  -2.1165632e-01
   8.4748105e-01   8.3011191e-01   5.1474763e-01   2.5185221e-01   9.9645987e-03
   6.2957685e-01   3.7847841e-01   6.5691521e-01   5.0940649e-01   5.8313722e-01
   4.1650424e-01   7.1015539e-01   5.0670487e-01   3.6114860e-01  -1.6943070e-02
   8.4023988e-01   3.5145855e-01   4.1339909e-02   4.4799424e-01  -2.3821338e-01
   1.3502529e-01   1.1052308e-02   6.5959312e-01   3.1283009e-01  -6.3071751e-01
   7.5313784e-01   3.7584657e-01   7.3719655e-01   8.0369421e-01   1.0280008e+00
   9.6959210e-01   5.1864467e-01   1.4203587e-01   6.7662959e-01  -6.4718737e-02
   2.0486814e-02   2.5858070e-01   3.7172524e-02   6.3996669e-01   7.5978304e-02
   2.5258820e-01   4.3991068e-01   1.2188998e-01   7.1153861e-01   7.2044566e-01
   4.7081338e-01   7.1837182e-01   9.4820523e-01   3.0659919e-01   6.8762327e-03
   7.0017709e-01   8.1531056e-02   8.0279804e-01   9.8864815e-01   9.5559294e-01
   3.9207467e-01   6.0150129e-02   6.2628223e-01   9.4283129e-01  -4.6781066e-01
   4.1395908e-01   7.5561910e-01   1.7799873e-01   9.8363465e-01   4.9972072e-01
   1.2172199e-01   1.5749800e-01   9.0531765e-01   9.8743680e-02  -3.6390806e-01
   1.6364804e-01   4.9423504e-01   9.7150708e-01   4.5442238e-01  -2.5445849e-01
   7.0659810e-02   1.9638475e-01   2.7559754e-03   4.4979425e-01   6.2479863e-02
   3.8801868e-01   9.8718557e-01   9.2061079e-01   3.9761738e-01  -2.7633575e-01
   1.2465351e-01   2.9843983e-01   8.2122444e-01   3.4409449e-01  -6.0981646e-01
   6.0099377e-01   7.8874758e-01   4.7425564e-01   5.4864456e-01  -6.7707445e-02
   8.1723611e-01   4.0159300e-01   5.9568182e-01   2.8148355e-01   4.9416625e-01
   9.1366270e-01   9.2337522e-01   6.7143836e-01   2.1507354e-02   4.7922516e-01
   2.2665159e-02   1.0976186e-01   6.7432301e-01   6.7480290e-01  -1.5029277e-01
   2.6932202e-01   5.3884666e-01   6.2705417e-01   1.3323413e-02  -8.0568680e-01
   3.4899596e-01   8.0391302e-02   8.4820472e-01   8.2719759e-01  -6.0573936e-01
   7.2251687e-01   3.4000810e-01   4.1521534e-01   9.0627111e-01  -5.0776015e-01
   2.9416016e-01   5.2492487e-01   4.3635021e-02   8.9710872e-01   3.1316936e-01
   9.2391464e-01   3.5084948e-01   4.2943451e-01   6.5455010e-01  -2.0508110e-01
   6.6439935e-01   4.0514943e-01   7.3139934e-01   7.5386029e-01   9.2678861e-01
   3.7512188e-01   5.3627837e-01   1.5192479e-01   1.7657864e-01   5.7581985e-01
   8.2683813e-01   5.9871327e-02   6.6879446e-01   7.2827047e-01   7.5587989e-01
   4.3883208e-01   3.2025424e-01   6.3522202e-02   3.2292846e-01   1.8836933e-01
   5.8723093e-01   9.4537793e-02   9.7806408e-01   6.0471563e-01   8.4818245e-03
   4.6396120e-01   5.2207124e-01   2.5992559e-01   8.2480227e-01   2.5284289e-01
   3.6694401e-01   2.7120593e-01   7.5422732e-03   1.8142748e-01   5.0737503e-02
   4.9329799e-01   7.8881075e-01   7.1423259e-01   2.7421935e-01  -5.9114089e-02
   2.1285437e-01   4.5299289e-01   8.3995785e-01   8.9417155e-01  -8.3893240e-01
   4.0615279e-01   5.2620365e-01   6.2398703e-01   9.1863531e-01  -4.5235144e-01
   1.7321871e-01   9.2119858e-01   6.9819934e-01   8.8405040e-01  -8.0047019e-01
   9.6651630e-01   7.0179494e-01   8.6958743e-01   3.6889108e-01   1.7842991e-01
   4.7147828e-01   2.1468330e-01   5.2899852e-01   4.6699870e-01  -3.1180831e-02
   6.6539959e-01   6.7020800e-01   4.2886207e-01   6.6935729e-01  -3.7620986e-01
   3.2933487e-01   8.8379259e-01   7.4609775e-01   7.4542559e-01  -9.0612756e-01
   5.2601454e-01   4.5300894e-01   1.0774034e-01   8.8115323e-01  -1.8174250e-01
   5.5955738e-01   9.8466535e-01   6.8032978e-01   3.5987173e-01   3.9015844e-01
   8.5554656e-01   4.9142352e-01   2.7111944e-01   1.1893235e-01  -7.9236589e-01
   7.7130689e-01   9.4745654e-01   3.8762467e-01   2.7233489e-02  -6.2841986e-01
   5.9575641e-01   5.9507864e-01   9.4550105e-01   2.9016011e-01   1.1258439e-01
   1.9204429e-01   1.0340487e-01   8.8171739e-01   7.0283766e-01  -6.7836493e-01
   4.7303092e-01   2.8811706e-01   5.9442258e-01   8.9425790e-01  -7.0199684e-02
   4.7178996e-01   5.9533847e-01   6.3158467e-01   1.0449070e-01  -1.2181330e-01
   4.5189784e-01   2.8097966e-01   8.0563888e-01   6.3194244e-01  -2.9042279e-01
   4.6526166e-01   7.1278917e-01   1.6860276e-02   1.9112266e-01  -9.8694726e-03
   1.9718347e-01   1.4984534e-01   6.2179027e-01   5.9158082e-01  -6.4392223e-01
   6.5652053e-01   6.1080177e-01   6.8128852e-01   6.4784222e-01   7.2380212e-01
   7.0534581e-01   9.6254619e-01   6.2693156e-01   6.3032440e-01   7.3568298e-01
   5.3423984e-01   5.0191216e-01   5.9795699e-01   6.0855531e-02   1.3767837e-01
   7.5760111e-01   4.3583586e-02   2.7590328e-01   4.7762214e-01  -9.0683776e-01
   8.9967209e-01   7.0146797e-01   2.1363195e-01   4.7501054e-01  -6.1087175e-01
   9.6374624e-01   7.3723831e-01   3.8004553e-01   3.3957345e-01  -1.1616541e-01
   3.9415907e-01   3.1539504e-01   9.3651734e-01   8.4546176e-01  -3.0828348e-01
   6.5363760e-01   7.4716183e-01   8.0277602e-01   2.1246615e-01   7.7252532e-01
   1.4217842e-01   6.6188822e-02   5.8598225e-01   6.5323914e-01  -4.5056872e-01
   3.1993949e-02   7.3622949e-01   9.0891200e-01   7.7349431e-01  -1.3357883e-01
   8.5972618e-01   2.2722207e-01   6.8769963e-01   3.5930711e-02   6.7970255e-01
   9.8363356e-01   2.9548165e-01   5.7770412e-01   5.2671522e-01   2.7060986e-02
   7.6888443e-01   4.3630245e-02   8.4251474e-01   4.9198592e-01   7.9901560e-01
   5.2477889e-02   8.8059478e-01   5.5770451e-02   6.2370030e-02   1.5783263e-01
   3.3649860e-01   4.9670443e-01   6.5633107e-01   3.8778945e-02  -7.5570095e-01
   9.7789962e-01   6.9822114e-01   8.4104386e-01   4.5123441e-01   1.5104718e-01
   2.3139569e-02   7.6362099e-01   9.7346864e-01   9.2955492e-01  -1.0735818e-01
   8.5961297e-01   9.3754007e-01   8.1004742e-01   1.3098502e-01   7.6539088e-01
   5.3953677e-01   9.2174330e-01   1.0961432e-01   5.6314591e-01  -2.5541109e-01
   9.9053835e-01   8.8516293e-01   4.7710138e-01   7.1502217e-01   2.1070311e-02
   4.9628691e-01   8.8422739e-01   9.5723937e-01   6.7751581e-01  -5.6551214e-02
   8.8970749e-01   9.8422611e-01   6.6165311e-01   2.4242244e-01   5.8972838e-01
   9.1076207e-01   6.3344268e-01   9.0060936e-02   8.8903285e-01  -3.4887946e-01
   5.6853038e-01   6.3269941e-02   3.1334822e-01   2.3526967e-01  -3.7789622e-01
   4.4409693e-01   4.7992663e-01   7.8808319e-01   5.8686028e-01  -3.7082346e-01
   3.4597862e-03   3.8991659e-01   7.2246906e-01   2.7731485e-01   4.0023351e-02
   3.3771352e-01   8.6155913e-02   6.7884557e-01   5.6510880e-01  -8.1413586e-01
   4.6835562e-01   5.3443910e-01   3.1715090e-01   8.7914702e-01   1.1530259e-01
   5.4133214e-01   5.4832510e-01   3.0281287e-01   4.4894178e-01  -2.2705941e-01
   2.3216294e-01   7.7313855e-01   5.7078817e-02   9.8585620e-01   3.9305992e-01
   5.7010746e-01   1.0952355e-01   2.9441548e-01   8.9704528e-01  -3.8090221e-01
   4.1040656e-01   6.4360194e-01   7.1436500e-01   3.2380042e-01  -5.6590189e-01
   1.3919930e-01   4.0456347e-01   8.5397754e-01   5.1309925e-01  -6.5449082e-01
   5.8777860e-01   4.3549098e-01   3.4581673e-01   4.3801862e-02  -4.4897563e-01
   8.8192498e-01   3.3085608e-01   9.5872173e-01   1.4763234e-02   1.4521062e-01
   3.5570191e-01   8.4684605e-01   1.3708902e-02   9.9074575e-01  -2.6807625e-02
   1.1637477e-01   1.2062535e-01   7.0991874e-02   8.8374045e-02   2.7095072e-01
   5.7819148e-01   8.7997567e-01   1.9149192e-01   8.2112480e-01  -4.3307945e-01
   9.7398624e-01   4.3935109e-01   2.7837410e-02   3.3170841e-01  -5.6554138e-02
   5.1776258e-01   9.4902703e-02   9.1459868e-03   3.0753779e-01  -2.3399669e-02
   7.1636104e-01   7.3866653e-01   3.9909269e-01   8.7886774e-01  -4.9115635e-01
   4.8044416e-01   8.7906810e-01   6.6745745e-01   5.9363136e-01  -8.5550398e-02
   4.0591675e-02   3.1740275e-01   8.1797301e-01   1.5592952e-01  -3.4023803e-01
   8.6542088e-01   2.6554782e-01   1.3252813e-01   2.8228114e-01  -5.4669955e-01
   3.2727735e-02   7.2781594e-01   7.4655058e-01   2.6901573e-01  -1.4653109e-01
   7.2906244e-01   1.0301663e-01   4.9218198e-01   8.1699403e-01  -4.7183783e-02
   8.4746803e-01   8.8004700e-01   3.0150231e-01   8.2674694e-01  -8.6424059e-01
   5.7463701e-02   3.8758456e-01   3.1070864e-01   5.7083047e-01   2.9842327e-01
   9.9563473e-01   6.2929273e-01   3.2529008e-02   3.9564081e-01   5.2709626e-03
   1.0701189e-01   9.0346058e-01   8.6703664e-01   5.8372237e-01  -4.5179094e-01
   8.0862679e-01   3.5448409e-01   3.1395313e-01   7.7948422e-01  -9.0375168e-01
   6.4986154e-01   4.2476558e-01   1.3122118e-01   4.1278858e-01  -5.4056108e-01
   3.9389013e-01   1.3026350e-02   9.5941529e-01   7.6603594e-01  -1.4540650e-01
   6.1894630e-01   6.6491288e-01   4.6666226e-02   9.2560971e-01  -1.8248155e-01
   6.6055030e-01   5.3316784e-01   9.3039141e-01   6.6041321e-01   3.6661101e-01
   8.4817454e-01   1.0217192e-01   7.3787299e-01   4.0484253e-01   7.3160884e-01
   9.6440778e-01   6.2886420e-01   8.5100067e-01   7.6599356e-01   6.7767708e-02
   4.3948667e-01   8.3314866e-01   3.2298574e-01   3.7081361e-01   3.6480609e-01
   5.0383398e-01   6.0298806e-01   7.7884344e-01   2.3340670e-01  -9.6566475e-02
   8.2516308e-01   7.5652316e-02   9.6604435e-01   2.4689522e-01   2.0449381e-01
   2.5579713e-01   7.4141894e-01   5.4700776e-01   2.0473036e-01  -3.0431064e-01
   7.9899693e-01   6.3907351e-01   6.3791595e-01   1.9587058e-01   7.2422392e-01
   1.0487029e-01   9.1813751e-01   2.6134930e-01   2.3987980e-01   6.3213428e-01
   9.4849254e-01   1.4172198e-01   6.9219555e-01   5.5191047e-01   2.6760106e-01
   7.1788557e-01   8.5814969e-01   8.2757338e-01   2.0424375e-01   7.9253145e-01
   4.4332179e-01   7.4506623e-01   8.4103365e-01   1.7898676e-01  -2.0853562e-01
   1.4207121e-02   3.7104829e-01   6.8355866e-01   1.1451574e-01  -8.1618862e-02
   3.2863905e-01   1.1038572e-02   1.3331942e-01   7.2908373e-01   7.6554573e-01
   2.7978499e-01   1.6099822e-01   9.6135041e-01   4.2009012e-01  -3.0350797e-01
   3.1082426e-01   2.0553454e-01   8.0902668e-01   2.1314003e-01  -7.5160058e-01
   6.5343702e-01   8.3444894e-01   5.9731810e-01   4.7608694e-01   5.0131674e-01
   4.3533805e-01   8.5954036e-02   2.9672686e-01   9.0732184e-01   4.2192203e-01
   2.8378771e-01   9.5361398e-02   3.3351530e-01   7.1207180e-02   9.5652157e-01
   2.2415955e-01   1.1198818e-02   8.6032735e-01   2.9707531e-01  -8.2285091e-01
   1.7433955e-01   3.4601667e-01   4.8804344e-01   8.5462018e-01   4.2112386e-02
   8.5400615e-01   8.7477526e-01   8.9806257e-02   9.7784658e-01  -4.0375557e-01
   7.5990619e-01   6.3014897e-01   1.7393878e-01   7.4082531e-01  -8.4771547e-01
   9.8269532e-01   8.2783823e-01   9.7457116e-01   5.9289372e-01   9.9723570e-02
   5.0141355e-01   3.1980549e-01   7.7613294e-01   1.1939497e-01  -3.9943425e-02
   9.8039417e-02   6.8844156e-01   2.7388071e-01   7.5185415e-02   6.4289071e-01
   2.5493576e-01   8.3614644e-01   4.6780803e-01   6.4136538e-01   1.8376798e-01
   6.1691998e-01   7.1061846e-01   1.2860481e-01   6.3573156e-01  -4.9527502e-01
   1.3846163e-01   9.2491520e-01   9.2640418e-01   2.4092659e-01  -3.3863843e-01
   1.0108291e-01   4.8713956e-01   8.5324550e-02   8.5229824e-01   2.0031343e-01
   1.4101079e-01   8.5097852e-01   5.8415475e-01   7.9301130e-01  -3.2720836e-01
   7.5717101e-01   7.4435472e-01   6.1777661e-02   3.2867230e-01  -4.3978125e-01
   9.4263646e-01   1.4494139e-01   4.8146733e-01   2.1903407e-01  -2.6513411e-02
   7.9926734e-02   9.1825127e-01   1.6825980e-01   7.9560236e-01   4.2387120e-01
   1.8336459e-01   4.1396573e-01   5.5515787e-01   4.3048521e-01  -2.6247373e-01
   5.5946456e-01   6.9953677e-01   7.4597629e-01   7.5913175e-01   3.2003677e-01
   1.0909600e-01   2.4907778e-01   8.5667469e-01   8.6791209e-01  -4.4429180e-01
   9.8440216e-01   4.7590231e-01   4.9956143e-01   8.8755523e-02   1.8139337e-02
   5.6258893e-02   7.1456981e-01   6.2938654e-01   5.3689886e-01  -3.6010222e-01
   9.0911530e-01   7.9797495e-01   5.1972610e-01   4.3874251e-01   6.4550123e-02
   9.0080053e-02   1.0674220e-03   7.0500957e-01   9.9135557e-01  -4.8214874e-01
   1.8777523e-01   3.0298563e-01   3.6342664e-01   7.2812869e-01   7.0174900e-01
   9.4579108e-01   5.3371896e-01   8.8091574e-01   8.3134264e-01   2.0562686e-01
   4.2772796e-02   5.8521697e-01   6.3451911e-01   3.7005850e-01  -2.2397123e-01
   6.5520371e-01   2.4274194e-01   9.4108865e-01   3.8441232e-01   3.3619829e-01
